id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,target
201,31.63,0.849,0.3,3.74,-8.78,14.423,2.47,0.2504,6.258,0.4244,3.06,6.2,5.56,6.3,42.1,4.777,2.124,43535.624,2.1,1.9513,-7.6,3.902,0.1368,12.14,14.66,27.3,0.619,860.1,7.54,6.4,242.6291,0.84,11.9953,-8.1,7.1972,0.0733,20510795.8,0.004,0.1,2.393,3.4,0.0677,2.1,0.249,2.62,8.8,0.34,208.1804,44.583,79.20,0.219,114.0414,1.2,61.5,2.5,0.8868,7.5654,0.0,14.28,2.65,14.85,0.934,5.491,2.815,31.664,1313.316,18.73,0.4405,1.251,0,3.4,0.2,2.9,3.32,9.2,10.62,14.7,2.2437,0.034,0.787,0.267,1.12,7.9306,5.1468,0.37,14.472,0.8,1.49,0.1849,0.619,403.0,5.096,7.8883,2.2772,5.45,1.6016,5.3919,4.876,0.7,4.9535,2.42,956349.266,1.1471,3.3559,227.61,1.31,0.41,73.1993,8.121,1.0,11.0796,0.00,5.453,811.7,8.7093,1.80028,116.868,0.08,5.523,0.6050,143.1,4.7014,1.68,0.63,6.4455,12.1652,5.8,19.4774,0.673,0.053,1.1,5.8770,1.4,7.0,7.8,4.8043,5,9.4158,4.0,7.55,145.1,0.7289,0.9,3.6,14.57,14.70,0.189,4.6745,9.18,0.9602,0.0,0.932,3.84,0.35,908.4835,0.12,0.02,9.2122,1.82,2.4259,0.097,0.268,6.0214,1.2,0.14,2.5,0.0876,5.12,0.8858,5.76,2.9866,4.5093,1135.643,3.9666,19.580,1.23,0.6316,60412.391,5.354,0.389,0.0,5.62,0.6,3.46,0.891,4.2063,2.46,6.67,31.322,6.675,6.1313,3.227,5.1,1.77,0.4,6.7629,5.85,0.97,0.61,6671.1954,23.80
202,13.93,0.801,0.2,1.19,-3.9,6.931,2.05,0.3708,9.397,2.3878,3.65,7.1,5.31,6.6,36.4,6.7254,1.763,1173540.636,6.9,1.5992,5.4,4.449,0.4265,4.70,5.89,11.7,0.558,24412.5,4.59,9.1,55.7216,2.71,-2.3955,5.8,9.6002,0.1214,55.8,0.642,0.7,4.152,4.7,0.0,10.1,0.067,2.93,8.0,0.08,686.1972,18.823,23.40,0.989,127.6631,1.17,60.9,196.74,0.3588,9.5548,0.32,3.64,2.65,17.711,0.393,4.963,9.9502,809.937,3.019,71.73,0.4759,4.1623,0,1.2,0.69,3.6,6.39,14.5,1.86,13.5,4.12,0.136,0.709,0.146,204.561,1.9195,5.5839,0.78,3.02,0.5,1.33,0.41,5.264,245.0,5.357,3.8721,4.0411,9.34,2.49,5.2298,3.82,0.8,5.1063,13.98,321665071.118,2.5088,2.8109,396.90,1.97,0.48,26.6093,20.8293,0.07,0.9085,80.00,1.034,1539.4,4.0428,0.03615,116.594,5860.13,5.355,0.4110,1.2,3.8475,1.48,0.77,6.7592,2.623,39.0,-6.6019,0.822,0.145,1.69,6.6300,2.0,-5.3,5.5,3.923,4,10.8852,2.5,6.27,430675.4,1089363.6284,0.7,26.0,8.96,19.20,0.829,6.2668,-3.28,0.4491,0.1,0.971,6.675,0.798,5484.5907,0.02,0.0,1.2585,1.0,5.1167,0.427,1.259,5.6508,2.6,0.48,4.9,0.4312,5.28,0.3635,4.79,3.1282,13.7966,77.661,3.8789,4.950,1.02,0.4767,19763.181,5.421,0.882,0.1,0.2,0.59,3.74,0.444,4.1771,3.14,6.44,55.4,10.6239,3.3739,8.234,6.8,2.36,0.3,6.1927,5.91,0.31,0.93,486883.455,27.90
203,28.62,0.038,0.2,7.46,9.4,-5.178,1.4,0.4452,0.705,0.9234,3.37,5.1,5.29,3.7,35.1,5.5098,11.663,341041136.314,2.2,1.6036,8.2,3.134,0.0545,4.82,-10.11,6.9,0.591,7500.9,6.51,5.1,418.1229,4.52,0.8817,12.6,8.8566,0.2197,490292.2,20935.203,0.8,2.953,2.7,58709894.7839,4.6,0.064,2.15,0.3,0.32,1479726.5813,38.211,92.20,0.614,175.2158,14.56,72.7,4.94,0.8908,6.8701,0.33,9.4,2.42,31.479,0.477,6.164,1.2516,1.433,1.511,32.27,0.0493,4.1714,0,4.2,0.17,5.7,1.2,10.3,7.83,8.1,5.731,0.196,0.512,0.213,3.816,5.0694,5.9595,2.57,1.634,0.9,1.25,0.2856,2.45,193.0,2.761,11.0347,6.1222,8.59,6.0376,4.317,4.547,0.8,4.1672,2.71,27208.121,3.8262,5.0586,394.12,4.91,0.03,33.1717,1.0633,0.52,4.8766,0.00,7.436,5.4,4.7695,0.09103,643.488,2.98,4.993,0.4880,887459.0,0.0304,2.1,0.78,6.4013,2.5637,13.9,12.2395,0.58,0.138,2.78,7.1550,3.7,1.6,5.6,3.3815,3,7.0851,1.7,7.75,2.9,356548.5622,0.5,20.3,12.4,17.80,1.246,5.2177,3.79,0.5966,0.0,0.982,1.795,0.122,190986.4704,0.33,0.21,131.4203,5.51,2.7006,0.339,5.174,5.9537,2.2,0.19,6.0,0.1709,7.27,0.0291,5.94,3.0225,8.2721,305.039,4.1965,2.460,1.34,0.6559,5279.125,5.159,0.651,0.2,1.37,0.21,6.42,0.313,4.3829,2.09,6.99,35.156,2.1424,4.8386,7.794,4.6,2.76,0.2,9.0929,7.01,0.15,0.29,4591.1849,37.90
204,21.05,0.368,0.1,1.28,-0.98,11.063,2.2,0.0424,19.264,1.003,3.02,7.4,6.06,5.8,10.9,5.4381,1.242,10071582.592,1.3,1.42,4.2,3.236,0.555,18.07,-3.21,41.5,0.236,1347.0,3.21,4.5,14.9642,12.53,5.9246,18.1,9.0994,0.305,72786563496.3,126735754.824,0.2,2.161,1.7,74457259472.1,7.4,0.569,2.92,5.8,0.31,60699.8717,30.975,98.80,0.309,65.6969,1.08,88.7,296.47,0.318,7.2174,1048528.0,15.1,2.73,14.908,0.129,5.64,-3.4035,4.137,78.044,31.11,0.0035,5.1592,0,2.3,0.4,7.3,1.96,18.5,18.24,28.0,-1.2024,0.106,0.839,0.577,1.847,6.2214,4.8763,0.53,2.078,0.5,1.66,0.4493,0.168,711.0,5.937,8.5325,7.4055,7.47,3.3445,5.7228,2.163,0.8,5.7283,10.63,2916.898,1.0571,1.6221,390.11,1.57,0.21,57.3173,0.298,0.43,0.3277,0.00,30.091,0.2,5.682,0.10574,2.197,7254.05,0.571,0.6090,0.5,7.2976,1.49,0.58,6.8395,1.8568,48.2,5.68,0.594,0.008,3.33,5.9830,3.6,4.3,7.3,2.7332,4,9.7231,1.5,1.56,743.2,0.078,0.9,12.8,22.24,20.10,0.585,5.9091,10.02,0.394,0.0,0.986,3.073,0.686,1069694.7905,0.14,0.13,1.7422,9.44,1.8681,0.125,24.05,5.4795,1.2,0.4,2.4,0.0147,4.01,0.3911,6.41,3.0216,6.1778,864.378,5.1677,27.740,1.84,0.8896,408.389,5.667,0.448,0.5,5.13,0.92,2.4,0.685,4.5717,2.89,7.56,44.264,3.3209,4.2726,6.613,9.0,2.35,0.5,10.1068,6.43,0.73,0.74,725.4519,13.60
205,18.98,0.54,0.3,1.66,-2.28,0.688,3.47,0.4942,15.198,3.3788,3.41,4.9,5.96,1.6,11.9,4.8768,4.506,111214426.405,1.5,1.3916,-0.8,5.681,0.1386,4.38,-0.24,24.9,0.405,139.9,5.33,7.5,2.3916,4.2,4.937,-10.4,7.9586,0.1203,13430.9,0.003,0.7,3.84,6.9,0.0,3.3,0.062,2.67,10.1,0.1,0.0046,37.645,18.80,0.261,56.358,1.65,79.2,13.46,0.6446,7.4106,7.96992549384e+12,5.25,2.57,23.692,0.133,4.958,2.2055,3.451,1.391,41.22,0.2422,-3.168,0,8.5,0.21,7.5,1.68,10.8,1.87,38.7,6.6373,0.4,0.964,0.261,1.16,6.6207,4.1317,0.73,2.057,0.7,1.34,0.427,5.355,265.0,7.231,2.3039,4.9053,8.68,2.4013,4.44,1.99,0.7,2.199,3.36,5.13363743602e+11,2.5577,0.9159,376.70,4.6,0.06,20.382,-5.9991,0.13,16.3905,60.00,1.278,0.0,4.4499,0.01439,612097.481,200564.83,1.002,0.4010,23358.3,2.9103,1.79,0.58,12.9398,7.1436,30.9,-1.7616,0.789,0.095,14.96,6.6040,2.4,-4.4,7.6,4.8295,1,10.1781,4.1,5.48,1.4,0.3827,0.8,6.5,15.74,15.60,0.209,5.269,7.37,0.2885,0.0,0.735,2.582,0.005,61007.1036,0.23,0.21,1.0852,2.65,6.2196,0.028,972.238,4.6225,2632.7,0.67,3.7,0.0069,5.94,0.0519,6.13,3.8862,6.8093,198.06,5.3807,2.930,24.58,0.5609,2169.252,4.932,0.015,0.6,2.64,0.62,2.52,0.055,5.1039,3.23,6.95,30.655,5.8644,7.654,8.416,10.4,2.22,0.4,-0.8417,6.43,0.93,0.09,94458.1383,29.10
206,21.32,0.178,0.0,17.78,-4.2,15.951,1.72,0.1144,7.663,3.1796,4.64,6.6,4.34,7.1,32.2,4.5151,87.191,6436.113,45.8,1.8511,-5.3,5.116,0.1319,9.97,-0.82,14.4,0.091,16733.6,3.12,5.5,230.8502,-4.29,1.434,11.6,5.6768,0.1833,51992.7,3687.241,0.8,2.944,5.3,449.6552,7.0,0.042,2.61,4.0,0.26,18297.731,16.627,76.70,0.336,59.8889,155.23,52.3,765.81,0.2158,8.093,30.93,12.35,2.11,23.284,0.569,3.915,8.0894,37.336,12.582,34.2,0.8586,1.9796,0,1.7,0.13,2.5,49.16,8.3,2.93,3.2,0.1097,0.301,0.747,0.253,2.301,5.5997,2.6607,0.32,3.505,0.6,2.22,0.7381,1.016,304.0,3.34,10.3594,7.2524,9.82,1.5597,7.1799,3.935,0.6,5.2993,3.4,11584.046,1.0179,5.3496,396.24,2.62,0.19,42.5,8.1125,0.62,5.7523,0.00,28878.397,0.0,4.9322,0.34940,6881.085,57.3,0.309,0.5440,8.9,-2.6517,1.9,0.62,6.111,3.0782,33.6,4.1223,0.738,0.07,3.69,5.9720,3.3,1.6,7.1,4.4979,4,9.155,5.7,3.45,444680.6,0.0032,0.5,50.5,6.93,18.40,0.138,4.3665,-7.39,0.6744,0.1,0.552,2.036,0.387,971.6007,0.12,1.13,1.0684,1.27,3.1025,0.292,314.324,6.7394,2.0,0.1,4.3,0.008,6.41,0.472,6.18,2.9588,16.9169,53.569,5.7276,9.900,5.08,0.3697,22586.513,6.111,0.088,1.0,0.45,0.65,5.4,0.806,4.5843,3.22,8.69,34.858,8.2189,4.9237,6.47,6.6,2.22,0.4,-5.0849,6.25,0.53,0.22,295160.3954,20.30
207,20.84,0.132,0.3,5.27,-5.92,1.334,2.22,1.0863,12.705,6.4218,1.52,7.0,9.15,3.9,34.6,6.1607,2.039,641985.541,1.3,1.0133,-3.6,3.379,0.1453,10.26,11.0,14.6,0.099,1014.6,3.11,4.9,24.2715,1.72,1.2488,1.8,8.4673,0.1329,774867.3,9.846,1.0,3.391,2.4,661466.7547,1.4,0.03,2.09,8.3,0.11,52.809,34.324,84.50,0.75,51.1057,16.97,60.3,4.5,0.9099,9.7824,1526.76,15.49,2.63,14.945,0.34,0.62,-4.4847,1.058,52.967,15.99,0.7054,1.4868,0,1.4,0.15,4.0,32.05,6.3,2.26,14.3,-1.3284,0.057,0.756,0.241,15.164,5.0291,3.3443,2.05,2.562,0.7,1.72,0.4556,1.422,307.0,5.428,-4.5135,6.563,9.82,4.8694,3.7633,3.929,0.4,5.7532,4.95,5345334.598,2.0937,3.1854,380.02,3.56,0.24,41.2918,1.5225,0.48,13.7332,0.00,1.015,5056248879.0,6.2138,0.63796,1271.09,14.95,5.915,0.5380,62.6,10.8601,1.52,0.81,7.7914,-3.0467,40.0,8.0967,0.806,0.002,9.36,6.0960,1.4,-0.5,6.8,4.3197,4,9.2608,3.0,6.16,32321.6,161680.3414,0.1,800.8,15.69,21.00,0.03,6.1368,3.3,0.6092,0.4,0.844,4.382,0.061,702.542,0.31,0.04,1854.4321,1.61,4.4619,0.018,0.356,7.1287,22.9,0.14,4.2,0.0544,5.41,0.5805,6.57,3.1463,6.3962,36459.45,7.0188,8.140,3.49,0.975,6739.114,7.425,0.168,0.4,1.13,0.15,3.22,0.147,4.7842,1.84,7.25,29.427,7.3515,6.1212,8.654,5.4,2.74,0.3,0.7852,6.8,0.06,0.25,18217.75,18.20
208,13.23,0.479,0.5,1.77,-2.52,5.899,409.91,0.6151,13.72,1.9705,2.56,5.8,7.35,3.6,36.6,2.6953,3.117,103.71,4.2,1.9747,-10.4,5.31,0.1173,14.15,-2.71,30.3,0.146,3609.7,4.68,3.3,480.8264,-10.86,-1.2824,13.4,9.4885,0.2581,1108.0,4164995.988,0.6,4.931,1.6,0.0001,3.8,0.056,2.53,14.2,0.3,1995060.1597,41.579,33.30,0.467,110.8091,2.5,60.3,19.77,0.8699,9.7567,25.64,3.34,2.81,26.154,0.677,0.144,2.0023,1.263,17.787,50.36,0.427,2.7643,0,24.3,0.11,6.9,1.95,20.0,411.41,19.5,10.8436,0.231,0.63,0.243,1.942,6.8336,3.6564,0.74,1.396,0.4,1.28,0.1293,2.106,233.0,6.836,11.742,4.7572,10.98,1.92,3.8496,3.669,0.6,5.0938,6.87,7.95,2.4673,4.9768,396.90,2.84,0.07,20.7725,-2.2655,0.09,12.7758,0.00,1.829,0.7,8.5841,0.18836,38299.963,13.66,1.43,0.4480,41.8,3.8044,1.26,0.5,7.1223,5.9889,17.2,12.5789,0.697,0.046,2.04,5.7860,17.7,7.4,4.6,4.0246,3,9.9394,2.7,5.76,23681.6,1204.988,0.8,2.6,8.6,17.90,0.197,4.1176,12.6,0.7051,0.0,0.855,2.716,0.411,1594.7896,0.01,0.25,1.1744,36.91,5.1004,0.098,4096.0,7.7198,1.2,0.14,2.0,0.0325,6.96,0.1842,4.37,2.8942,10.2291,56.267,7.8209,6.910,18.08,0.8369,222.258,6.852,0.146,0.5,3.08,0.42,2.72,0.355,4.4654,3.48,6.28,18.019,0.9793,3.8866,7.505,7.4,2.67,0.3,-5.4137,4.52,0.47,0.16,1408.6153,20.00
209,26.34,0.614,0.3,1.44,19.06,6.636,1.02,1.1041,12.099,2.8272,3.54,5.9,5.13,6.0,34.0,3.4584,3.029,603605975.226,1.6,1.4541,3.3,4.802,0.1517,6.27,23.3,29.2,0.375,371.7,7.05,7.3,206.2193,-7.88,-6.2958,10.5,7.1226,0.1367,43931.3,98197.815,0.9,3.707,6.4,0.0018,4.0,0.198,2.1,-2.5,0.06,0.0004,29.278,31.10,0.237,86.5166,1.32,55.7,28.62,0.4338,6.3957,3.6,11.58,2.07,24.29,0.771,6.097,3.616,1.287,64.612,42.19,0.3262,3.7032,0,4.9,0.29,6.2,3.34,11.4,1.05,11.5,3.5158,0.186,0.638,0.427,2.738,5.9858,6.1806,0.11,3.412,0.8,1.74,0.0301,2.484,289.0,3.506,6.3509,7.2445,7.18,1.2901,3.6776,4.407,0.5,5.0008,-2.33,57226.196,1.0592,2.6308,396.90,1.84,0.11,47.4905,17.9305,0.08,1.6184,0.00,8.132,30.1,7.6861,0.12932,105185.24,7952.08,1.221,0.4370,24.7,1.6565,1.37,0.66,8.9571,7.2166,23.8,-1.1527,0.895,0.134,39.32,6.6780,4.8,-5.3,6.4,4.6942,4,7.7854,2.4,5.24,6489009.7,1109869.9656,0.7,1.7,8.41,16.00,0.439,3.2124,-2.71,0.7948,0.3,0.84,3.626,0.341,98518.4225,0.18,0.66,2.0519,2.46,5.9604,0.057,43.469,5.8626,1.3,0.02,5.7,0.1045,6.69,0.3458,7.59,2.4371,8.6966,0.141,5.7385,13.920,7.48,0.2982,2662.686,6.106,0.371,0.6,1.76,0.06,3.87,0.189,4.1719,2.44,4.63,39.621,14.2097,5.406,5.026,10.3,2.97,0.5,4.0336,4.73,0.13,0.2,396144.8736,28.60
210,23.25,0.119,0.1,1.02,11.12,16.933,68.57,0.0593,-3.072,0.8585,1.36,4.8,5.29,5.1,47.6,5.6848,1.614,24368675.338,26.7,1.6473,12.8,4.946,0.1721,17.31,7.86,20.9,0.814,84.2,2.91,5.7,27.8895,11.09,3.7481,8.8,9.0321,0.0392,298.6,1700.943,0.2,4.485,1.7,1275521117.01,9.6,0.166,2.75,4.3,0.22,0.7713,47.035,98.40,0.594,93.6342,1.64,108.4,280.48,0.8946,9.1492,3051577.29,12.34,2.23,18.305,0.126,5.855,-0.1517,4.884,1.906,42.94,0.6871,3.8057,0,2.8,0.05,4.0,9.8,12.8,1.06,14.7,3.9068,0.004,0.686,0.539,1.5,4.7695,2.9998,1.63,2.851,0.6,1.49,0.2765,1.712,437.0,6.994,-6.4135,4.865,9.38,2.3321,5.5918,4.052,0.5,5.6637,-0.65,220556028.102,43.7138,5.2656,262.76,3.62,0.19,42.4076,3.0456,0.59,-5.6022,0.00,8.765,0.2,7.773,0.97617,13986.939,51.62,3.222,0.6240,138.0,5.3664,1.23,0.45,2.3527,5.5033,17.2,11.9712,0.87,0.159,9.24,5.7570,4.9,5.2,8.8,4.5622,4,8.5292,5.4,1.57,1059464.5,1258.5645,0.1,2.3,12.86,21.20,0.288,5.4563,16.88,0.7574,0.0,0.957,3.411,0.952,1544956.2071,0.18,0.07,3.6451,3.52,2.3460,0.003,265.891,6.6708,1.1,0.01,6.3,0.057,5.74,0.9692,7.73,3.3349,16.1557,3189.724,4.0424,21.890,2.93,0.626,411.525,4.72,0.62,0.6,0.36,0.51,3.42,0.854,4.8125,1.6,3.82,29.747,3.471,6.7111,4.615,10.1,2.25,0.4,0.3431,5.52,0.95,0.97,3628.2662,15.60
211,18.39,0.524,0.0,45.9,4.35,13.403,7.16,0.3196,4.032,5.287,0.79,7.1,3.72,4.8,30.5,5.8527,12.48,73926.681,2.7,1.447,-0.7,3.951,0.1278,16.47,10.63,24.5,0.729,8713.9,4.41,5.0,17.3954,7.38,-1.6355,-4.2,10.1414,0.0388,189863.1,23775032.712,0.6,2.279,1.3,61.5086,8.2,0.37,3.11,5.9,0.4,0.1023,21.947,96.70,0.967,148.3871,3.06,99.4,40.26,0.9183,8.6679,9.35,9.43,2.44,9.031,0.923,0.562,2.916,5.838,1.66,28.04,0.2407,-0.4777,0,3.3,0.36,7.8,3.96,10.2,95.46,10.0,4.4351,0.254,0.663,0.289,5.09,5.4308,2.93,1.53,1.325,0.6,1.4,0.5009,6.159,384.0,6.479,10.0486,3.036,5.0,3.5526,5.1169,2.751,0.7,3.7105,5.48,22354.81,1.6798,1.4092,394.05,5.8,0.09,82.2017,1.6236,0.47,-6.9746,0.00,8.305,123.1,8.8495,0.13262,204.887,31.86,5.193,0.5200,64.9,0.4291,1.6,0.52,6.9217,3.7578,28.0,10.0641,0.632,0.175,1835.54,5.8510,2.6,3.1,6.1,4.3325,5,8.3473,0.8,7.89,42.6,0.7528,0.7,47.4,16.29,20.90,0.09,6.6563,11.22,0.8065,0.2,0.752,3.843,0.603,8530.2431,0.23,0.73,1.7439,52.15,2.1069,0.138,0.018,5.9459,4.1,0.06,3.9,0.054,7.14,0.2514,6.23,3.1205,4.6964,685999913.898,6.5836,8.560,2.2,0.9349,166.289,4.74,0.953,0.8,5.58,0.89,3.1,0.059,4.2731,2.94,7.89,30.324,2.8581,7.6752,7.08,9.4,2.98,0.2,14.2221,5.8,0.89,0.57,1449.1553,19.50
212,28.7,0.646,0.0,2.18,-9.07,6.538,76.34,1.0589,9.387,4.4218,2.5,6.3,6.15,6.8,19.3,7.0564,1.551,1.598,1.2,1.4669,7.5,4.211,0.2112,10.15,11.14,27.7,0.346,876.1,3.92,8.0,6.5766,-0.48,4.9706,11.3,9.1736,0.0006,81562.6,35.091,0.1,4.304,1.1,0.0175,7.2,0.071,2.93,10.9,0.24,383540050.729,39.957,79.20,0.379,79.6188,1.42,76.4,9.61,0.8676,8.0577,238880.49,2.06,2.65,16.084,0.618,4.856,6.7601,2.59,2.139,34.88,0.979,2.6198,0,9.2,0.56,5.3,2.86,9.7,5.7,29.0,4.5793,0.102,0.941,0.373,1.735,4.5618,3.5581,0.03,3.058,0.5,1.85,0.1311,5.622,330.0,4.505,-5.4879,4.8838,5.97,3.8921,5.4939,3.019,0.5,0.2892,10.15,112.961,1.6542,2.7198,376.14,3.33,0.05,58.3827,-1.16,1.74,-3.282,22.00,3.291,3700.0,8.2257,0.19657,4.101,0.14,5.534,0.4310,1779.9,9.2666,1.88,0.54,6.1036,8.7053,14.1,12.7743,0.564,0.049,4.46,6.2260,4.6,3.0,5.5,4.052,7,7.7868,3.1,7.78,285096.3,50.277,0.4,13.4,16.92,19.10,0.252,4.3504,3.83,0.9617,0.0,0.712,3.796,0.792,2187.1925,0.41,0.02,10.594,1.85,8.0555,0.116,12.216,5.9164,3.3,0.25,2.8,0.396,5.96,0.2412,5.79,3.5689,7.6906,69.431,7.4653,5.860,2.31,0.6148,557.073,6.11,0.125,0.3,0.01,0.64,5.23,0.784,5.0387,3.22,7.79,11.155,9.7238,7.3658,3.742,10.2,2.03,0.4,-1.8382,7.05,0.98,0.47,60.6325,20.50
213,19.43,0.585,0.5,8.82,-1.78,13.641,321405.09,0.517,6.289,2.6057,3.48,4.7,4.88,5.1,71.7,4.286,3.019,89236.892,5.3,1.5205,13.2,4.589,0.2075,9.51,0.08,10.0,0.294,280.7,5.05,5.3,654.2335,11.31,5.6291,5.9,8.0182,0.0238,182036.7,72868473.851,0.6,1.52,1.2,245622.4087,6.4,0.179,2.58,5.2,0.39,0.0716,33.474,22.90,0.664,136.6133,1.39,68.7,12.37,0.604,8.8107,413933999.48,14.41,2.56,11.1,0.003,5.941,0.3689,1.674,1.201,34.0,0.6109,2.7888,0,1.7,0.34,2.7,3.95,13.4,1.94,23.4,4.5331,0.081,0.768,0.159,3.657,1.4691,2.4665,0.5,2.294,0.3,1.24,0.1305,1.307,293.0,5.458,5.4645,5.3025,8.25,2.6169,5.9661,5.141,0.3,5.875,4.64,373.988,1.4549,1.4436,371.72,3.15,0.28,66.9429,5.5071,0.51,6.9904,52.50,3.535,0.3,9.3628,0.04297,559.993,3.72,5.459,0.4050,7464.9,4.3867,1.79,0.6,7.4655,-0.8711,8.7,-3.8627,0.839,0.109,4.64,6.5650,1.1,8.6,6.4,4.2421,6,8.9312,2.6,6.16,642399547.7,0.0001,0.4,40.6,10.08,16.60,0.529,4.7011,4.51,0.3208,0.0,0.868,4.346,0.512,996652.3483,0.18,0.01,2.67,21.65,7.3172,0.066,46.214,7.7973,24.6,0.62,3.0,0.0689,6.84,0.8137,6.49,3.5151,15.7803,0.013,4.0824,5.320,1.25,0.3685,914.187,5.365,0.038,0.2,3.94,0.74,4.29,0.923,4.3849,3.3,6.47,39.718,3.8358,8.0054,6.01,7.0,2.41,0.3,6.7813,6.89,0.04,0.99,42.2021,24.80
214,18.82,0.335,0.2,44.98,6.13,12.174,4.49,0.4399,8.56,1.7734,2.95,7.2,5.49,6.9,49.5,5.0276,61.63,990.743,3.2,1.7493,2.3,5.565,0.3296,18.35,-9.56,28.5,1.149,2068.7,3.11,5.2,118.7419,9.33,-1.193,-1.1,8.7593,0.1683,5.6,14325.534,0.3,3.384,2.5,0.1656,10.2,0.033,2.34,13.1,0.1,175712.5762,55.118,95.00,0.256,112.7131,2.28,110.2,10.37,0.9599,9.1276,33014321.21,9.22,2.39,14.457,0.765,0.215,5.3097,2.183,2.539,27.27,0.5749,1.8874,0,1.9,0.92,3.4,1.13,11.8,1.34,12.5,1.9191,0.087,0.962,0.496,1.414,8.6813,4.81,1.34,2.951,0.8,2.12,0.7482,0.053,307.0,4.95,28.1196,7.5697,8.44,0.4044,3.1821,1.877,0.9,5.3944,0.75,37.33,2.8636,4.6218,358.77,0.57,0.02,71.5126,-0.3439,0.42,12.5498,0.00,2.067,5.5,6.3126,1.15172,2824.052,13134890.68,5.467,0.5380,370741.3,0.3088,1.75,0.7,5.2662,5.4148,15.4,8.9776,0.615,0.039,2.64,5.7010,6.3,2.5,7.2,4.2722,4,8.7634,1.7,3.67,6980157.3,20.3477,0.3,1.2,21.59,21.00,0.772,5.0541,14.61,0.9187,0.0,0.846,5.27,0.554,1224438.6406,0.2,0.66,1.5518,2.71,3.7872,0.06,5.753,5.7782,9.6,0.0,5.5,0.3087,5.29,0.347,3.48,3.563,7.315,93.183,7.8944,8.140,1.73,0.7154,9243.622,4.89,0.507,0.4,1.71,0.44,4.23,0.475,4.7835,2.58,5.57,39.593,3.992,6.5176,7.825,8.2,2.36,0.1,11.2933,5.31,0.04,0.66,849.2685,13.10
215,19.43,0.107,0.3,16.62,6.81,11.483,2.02,0.2098,11.751,1.5802,4.13,7.7,6.06,4.8,70.3,6.3947,5.475,7994963.632,2.1,1.6186,9.6,5.166,0.6045,13.59,2.63,17.6,0.57,1048.0,3.6,5.6,26.2732,13.49,2.9167,-5.2,9.7017,0.2081,89.4,1999.912,0.3,2.632,1.2,1.1296,6.4,0.028,3.01,6.8,0.27,724720.9077,16.686,42.60,0.862,114.4631,1.53,57.2,26.81,0.6134,9.2868,4390789841.87,6.11,1.7,15.687,0.067,4.783,12.2237,1.632,53.957,38.49,0.1022,-1.1171,0,2.7,0.55,2.5,8.88,6.1,2.44,43.1,3.1998,0.529,0.875,0.102,5.207,7.32,3.7078,0.86,8.293,0.2,0.93,0.8685,5.137,391.0,4.15,-1.374,4.3026,9.53,0.1098,8.0066,5.224,0.8,4.08,7.48,801167.744,3.2508,4.1422,396.90,0.08,0.11,42.1708,-10.2027,0.02,-0.9201,0.00,15.788,0.0,6.8846,0.27957,328.441,1902959.11,0.357,0.5850,22664.7,3.2697,1.36,0.62,3.8207,9.6308,43.0,-6.5607,0.589,0.172,1.77,5.9260,1.5,10.1,7.2,3.6684,6,9.2355,3.5,4.74,26844.0,7785.726,0.5,17.5,5.53,19.20,0.086,6.2451,5.13,0.3778,0.3,0.913,5.221,0.98,51002.1089,0.11,0.54,6.2302,1.17,2.3817,0.008,12.131,8.7299,1.3,0.02,7.4,0.1312,6.64,0.4303,5.6,2.3713,0.4326,0.24,5.5722,9.690,1.01,0.7702,12508.197,5.881,0.269,0.3,0.03,0.65,5.62,0.956,4.3003,1.75,4.56,22.946,29.31,6.4589,8.244,12.4,2.58,0.4,3.6999,5.76,0.96,0.07,440245.8228,24.50
